ID   type	latitude	longitude       D	P serviceTime earliestStartTimeToService latestStartTimeToService

48	d	39750124	30485116	0	0	0	0	5000
123	c	39747098	30475236	11	0	120	1302	1377
124	c	39747138	30471867	10	0	120	1183	1262
73	c	39747617	30474902	19	0	180	1451	1501
74	c	39747131	30474621	7	0	120	891	977
75	c	39747236	30473853	11	0	120	424	487
76	c	39747376	30473919	5	0	120	65	112
77	c	39747091	30474708	18	0	120	1338	1401
78	c	39747094	30474492	12	0	120	155	230
79	c	39747237	30473743	8	0	120	1407	1483
80	c	39747092	30474594	18	0	120	468	548
81	c	39747091	30474708	12	0	240	757	837
82	c	39747101	30476045	10	0	120	693	746
10	c	39750316	30491958	19	0	120	1341	1393
13	c	39750779	30491320	12	0	120	1362	1437
14	c	39750497	30491334	17	0	120	1622	1668
154	c	39750448	30478030	19	0	240	166	221
22A	c	39750725	30489306	20	0	240	1476	1540
22D	c	39750718	30488967	18	0	240	1308	1394
23	c	39750602	30490429	18	0	120	100	151
24	c	39750821	30488751	20	0	120	366	427
45	c	39750728	30486316	13	0	180	996	1064
53	c	39750733	30480165	14	0	120	1446	1524
54	c	39750416	30478088	8	0	120	412	487
59	c	39750375	30474471	5	0	120	1479	1532
1	c	39752498	30490950	10	0	120	853	929
115	c	39752371	30490191	8	0	180	1459	1531
125	c	39752357	30493098	11	0	120	1037	1102
2	c	39751972	30492308	10	0	120	257	303
25	c	39752493	30488382	11	0	120	613	677
3	c	39752214	30489639	8	0	120	382	433
32	c	39752539	30488116	0	19	180	1322	1378
35	c	39752418	30485774	0	14	120	1649	1731
39	c	39752233	30483391	0	5	120	1523	1578
4	c	39751816	30492367	0	15	120	969	1051
42B	c	39752379	30481190	0	11	120	649	729
43C	c	39752207	30479961	0	8	120	1396	1468
117	c	39749351	30491168	0	20	120	653	739
121	c	39749195	30474898	0	8	100	762	841
122	c	39749195	30476336	0	9	100	785	867
16	c	39749308	30491449	0	13	120	1155	1226
17	c	39749178	30489155	0	9	180	586	634
18	c	39748798	30488982	0	11	120	999	1079
20	c	39749416	30489487	0	19	180	713	761
21	c	39749471	30489002	0	20	180	445	506
22E	c	39749475	30489244	0	16	180	689	768
22B	c	39749472	30489346	0	9	180	286	367
22C	c	39749469	30489109	0	7	180	1478	1564
52	c	39748937	30480167	0	16	120	861	905
56	c	39749427	30476711	0	17	180	124	184
60B/1	c	39749234	30474840	0	9	180	1328	1413
60B/2	c	39749234	30474840	0	9	240	334	391
60A/1	c	39749362	30474844	0	18	180	1313	1374
60A/2	c	39749362	30474844	0	15	240	764	840
61B	c	39749062	30476333	0	11	180	953	1022
61A/1	c	39749131	30476333	0	10	180	752	823
61A/2	c	39749131	30476333	0	11	240	294	373
113	c	39753067	30493342	0	7	100	1175	1248
114	c	39753050	30492420	0	7	120	1227	1308
116	c	39753847	30488222	0	15	100	494	557
119	c	39752968	30486318	0	17	120	858	906
cs1	cs	39744075	30469333	0	0	0	0	5000
cs2	cs	39748305	30477105	0	0	0	0	5000
cs3	cs	39746605	30474623	0	0	0	0	5000
cs4	cs	39753933	30484572	0	0	0	0	5000
cs5	cs	39751670	30480422	0	0	0	0	5000
cs6	cs	39751182	30487697	0	0	0	0	5000
cs7	cs	39752908	30489350	0	0	0	0	5000
cs8	cs	39750889	30492715	0	0	0	0	5000
cs9	cs	39750132	30474637	0	0	0	0	5000
cs10	cs	39749569	30482477	0	0	0	0	5000

V Average velocity of the EV /12.5 m/s (45 km/h)/
C Vehicle load capacity /350 kg/
Q Vehicle battery capacity /1 kWH (3000 kWsn)/
h(r) Energy consumption rate /1.0/
g Battery recharging rate /0.18/

