ID   type	latitude	longitude       D	P serviceTime earliestStartTimeToService latestStartTimeToService

48	d	39750124	30485116	0	0	0	0	5000
8	c	39751388	30493135	8	0	120	416	495
28	c	39753087	30485595	14	0	240	578	645
62	c	39748424	30474837	11	0	120	1203	1288
60B/2	c	39749234	30474840	9	0	240	334	391
47	c	39751337	30485070	15	0	180	448	493
81	c	39747091	30474708	12	0	240	757	837
19	c	39748356	30488971	16	0	120	296	350
115	c	39752371	30490191	8	0	180	1459	1531
37A	c	39751335	30484563	18	0	180	912	984
114	c	39753050	30492420	7	0	120	1227	1308
117	c	39749351	30491168	20	0	120	653	739
43C	c	39752207	30479961	8	0	120	1396	1468
12	c	39751132	30491299	11	0	120	829	887
64	c	39748436	30476328	10	0	120	628	700
22C	c	39749469	30489109	7	0	180	1478	1564
37B	c	39751355	30484827	15	0	180	933	984
63	c	39748436	30474896	18	0	180	236	299
50	c	39749712	30483948	7	0	120	705	781
58/1	c	39749819	30476332	18	0	180	1304	1366
56	c	39749427	30476711	17	0	180	124	184
87	c	39745797	30473663	13	0	120	1694	1770
21	c	39749471	30489002	20	0	180	445	506
119	c	39752968	30486318	17	0	120	858	906
59	c	39750375	30474471	5	0	120	1479	1532
66	c	39748210	30474900	17	0	180	407	479
88	c	39743705	30469487	8	0	240	288	369
46	c	39751358	30485299	19	0	180	1382	1429
42A	c	39751097	30481668	11	0	240	849	898
22E	c	39749475	30489244	16	0	180	689	768
55	c	39751013	30476982	9	0	120	1392	1471
70	c	39747980	30476323	8	0	120	1622	1705
41	c	39751122	30481994	14	0	180	1138	1224
13	c	39750779	30491320	12	0	120	1362	1437
22B	c	39749472	30489346	9	0	180	286	367
33	c	39751610	30487475	14	0	180	1143	1227
73	c	39747617	30474902	19	0	180	1451	1501
153	c	39750033	30481107	11	0	180	867	922
84	c	39746294	30476519	14	0	120	232	283
39	c	39752233	30483391	5	0	120	1523	1578
24	c	39750821	30488751	20	0	120	366	427
22A	c	39750725	30489306	20	0	240	1476	1540
42B	c	39752379	30481190	11	0	120	649	729
78	c	39747094	30474492	12	0	120	155	230
83	c	39746378	30476496	11	0	120	684	735
34	c	39752970	30487338	13	0	240	34	78
85	c	39746346	30476281	7	0	120	186	255
121	c	39749195	30474898	8	0	100	762	841
11	c	39751078	30491364	20	0	120	781	852
30	c	39753104	30484268	5	0	120	1213	1291
79	c	39747237	30473743	8	0	120	1407	1483
20	c	39749416	30489487	0	19	180	713	761
25	c	39752493	30488382	0	11	120	613	677
6	c	39751267	30489180	0	15	180	85	165
40	c	39751745	30482277	0	14	120	291	358
65	c	39748201	30476327	0	8	120	509	579
72	c	39747793	30474899	0	20	180	1158	1205
36	c	39751436	30485759	0	15	180	775	827
122	c	39749195	30476336	0	9	100	785	867
76	c	39747376	30473919	0	5	120	65	112
16	c	39749308	30491449	0	13	120	1155	1226
152	c	39750142	30481110	0	17	180	797	845
26	c	39753624	30489987	0	5	120	474	531
52	c	39748937	30480167	0	16	120	861	905
23	c	39750602	30490429	0	18	120	100	151
32	c	39752539	30488116	0	19	180	1322	1378
45	c	39750728	30486316	0	13	180	996	1064
58/2	c	39749819	30476332	0	17	240	860	905
61A/2	c	39749131	30476333	0	11	240	294	373
53	c	39750733	30480165	0	14	120	1446	1524
71	c	39747743	30476326	0	17	120	503	558
31	c	39752950	30483109	0	7	120	1372	1448
1	c	39752498	30490950	0	10	120	853	929
17	c	39749178	30489155	0	9	180	586	634
43B	c	39751072	30479666	0	14	180	1402	1476
49	c	39751162	30483036	0	10	120	395	440
42C	c	39751074	30480695	0	5	240	168	252
120	c	39750087	30485560	0	20	120	893	949
5	c	39753051	30492640	0	13	120	1183	1262
44	c	39751059	30477202	0	7	120	280	347
51	c	39749598	30481872	0	6	120	521	587
10	c	39750316	30491958	0	19	120	1341	1393
68	c	39747973	30474841	0	19	120	1577	1639
60B/1	c	39749234	30474840	0	9	180	1328	1413
77	c	39747091	30474708	0	18	120	1338	1401
7	c	39751035	30489245	0	5	120	372	450
22D	c	39750718	30488967	0	18	240	1308	1394
43A	c	39751072	30479930	0	10	180	708	780
29	c	39753082	30485329	0	5	120	1567	1647
116	c	39753847	30488222	0	15	100	494	557
74	c	39747131	30474621	0	7	120	891	977
3	c	39752214	30489639	0	8	120	382	433
60A/1	c	39749362	30474844	0	18	180	1313	1374
154	c	39750448	30478030	0	19	240	166	221
60A/2	c	39749362	30474844	0	15	240	764	840
27	c	39753097	30486867	0	7	120	644	702
125	c	39752357	30493098	0	11	120	1037	1102
86	c	39746245	30476286	0	17	120	1256	1304
15	c	39750023	30491363	0	10	120	1076	1158
69	c	39747988	30474900	0	17	180	1367	1418
113	c	39753067	30493342	0	7	100	1175	1248
cs1	cs	39744075	30469333	0	0	0	0	5000
cs2	cs	39748305	30477105	0	0	0	0	5000
cs3	cs	39746605	30474623	0	0	0	0	5000
cs4	cs	39753933	30484572	0	0	0	0	5000
cs5	cs	39751670	30480422	0	0	0	0	5000
cs6	cs	39751182	30487697	0	0	0	0	5000
cs7	cs	39752908	30489350	0	0	0	0	5000
cs8	cs	39750889	30492715	0	0	0	0	5000
cs9	cs	39750132	30474637	0	0	0	0	5000
cs10	cs	39749569	30482477	0	0	0	0	5000

V Average velocity of the EV /12.5 m/s (45 km/h)/
C Vehicle load capacity /350 kg/
Q Vehicle battery capacity /1 kWH (3000 kWsn)/
h(r) Energy consumption rate /1.0/
g Battery recharging rate /0.18/

     
