ID   type	latitude	longitude       D	P serviceTime earliestStartTimeToService latestStartTimeToService

48	d	39750124	30485116	0	0	0	0	5000
123	c	39747098	30475236	11	0	120	1302	1377
124	c	39747138	30471867	10	0	120	1183	1262
73	c	39747617	30474902	19	0	180	1451	1501
74	c	39747131	30474621	7	0	120	891	977
75	c	39747236	30473853	11	0	120	424	487
76	c	39747376	30473919	5	0	120	65	112
77	c	39747091	30474708	18	0	120	1338	1401
78	c	39747094	30474492	12	0	120	155	230
79	c	39747237	30473743	8	0	120	1407	1483
80	c	39747092	30474594	18	0	120	468	548
81	c	39747091	30474708	12	0	240	757	837
82	c	39747101	30476045	10	0	120	693	746
1	c	39752498	30490950	10	0	120	853	929
115	c	39752371	30490191	8	0	180	1459	1531
125	c	39752357	30493098	11	0	120	1037	1102
2	c	39751972	30492308	10	0	120	257	303
25	c	39752493	30488382	11	0	120	613	677
3	c	39752214	30489639	8	0	120	382	433
32	c	39752539	30488116	19	0	180	1322	1378
35	c	39752418	30485774	14	0	120	1649	1731
39	c	39752233	30483391	5	0	120	1523	1578
4	c	39751816	30492367	15	0	120	969	1051
42B	c	39752379	30481190	11	0	120	649	729
43C	c	39752207	30479961	8	0	120	1396	1468
117	c	39749351	30491168	20	0	120	653	739
121	c	39749195	30474898	8	0	100	762	841
122	c	39749195	30476336	9	0	100	785	867
16	c	39749308	30491449	13	0	120	1155	1226
17	c	39749178	30489155	9	0	180	586	634
18	c	39748798	30488982	11	0	120	999	1079
20	c	39749416	30489487	19	0	180	713	761
21	c	39749471	30489002	20	0	180	445	506
22E	c	39749475	30489244	16	0	180	689	768
22B	c	39749472	30489346	9	0	180	286	367
22C	c	39749469	30489109	7	0	180	1478	1564
51	c	39749598	30481872	6	0	120	521	587
52	c	39748937	30480167	16	0	120	861	905
56	c	39749427	30476711	17	0	180	124	184
60B/1	c	39749234	30474840	9	0	180	1328	1413
60B/2	c	39749234	30474840	9	0	240	334	391
60A/1	c	39749362	30474844	0	18	180	1313	1374
60A/2	c	39749362	30474844	0	15	240	764	840
61B	c	39749062	30476333	0	11	180	953	1022
61A/1	c	39749131	30476333	0	10	180	752	823
61A/2	c	39749131	30476333	0	11	240	294	373
118	c	39748484	30489481	0	6	120	153	235
19	c	39748356	30488971	0	16	120	296	350
62	c	39748424	30474837	0	11	120	1203	1288
63	c	39748436	30474896	0	18	180	236	299
64	c	39748436	30476328	0	10	120	628	700
65	c	39748201	30476327	0	8	120	509	579
66	c	39748210	30474900	0	17	180	407	479
67	c	39748182	30474837	0	20	120	1536	1585
68	c	39747973	30474841	0	19	120	1577	1639
69	c	39747988	30474900	0	17	180	1367	1418
70	c	39747980	30476323	0	8	120	1622	1705
71	c	39747743	30476326	0	17	120	503	558
72	c	39747793	30474899	0	20	180	1158	1205
88	c	39743705	30469487	0	8	240	288	369
11	c	39751078	30491364	0	20	120	781	852
12	c	39751132	30491299	0	11	120	829	887
33	c	39751610	30487475	0	14	180	1143	1227
36	c	39751436	30485759	0	15	180	775	827
37B	c	39751355	30484827	0	15	180	933	984
37A	c	39751335	30484563	0	18	180	912	984
40	c	39751745	30482277	0	14	120	291	358
41	c	39751122	30481994	0	14	180	1138	1224
42C	c	39751074	30480695	0	5	240	168	252
42A	c	39751097	30481668	0	11	240	849	898
43A	c	39751072	30479930	0	10	180	708	780
43B	c	39751072	30479666	0	14	180	1402	1476
44	c	39751059	30477202	0	7	120	280	347
46	c	39751358	30485299	0	19	180	1382	1429
47	c	39751337	30485070	0	15	180	448	493
49	c	39751162	30483036	0	10	120	395	440
55	c	39751013	30476982	0	9	120	1392	1471
6	c	39751267	30489180	0	15	180	85	165
7	c	39751035	30489245	0	5	120	372	450
8	c	39751388	30493135	0	8	120	416	495
9	c	39751299	30491815	0	13	120	324	377
cs1	cs	39744075	30469333	0	0	0	0	5000
cs2	cs	39748305	30477105	0	0	0	0	5000
cs3	cs	39746605	30474623	0	0	0	0	5000
cs4	cs	39753933	30484572	0	0	0	0	5000
cs5	cs	39751670	30480422	0	0	0	0	5000
cs6	cs	39751182	30487697	0	0	0	0	5000
cs7	cs	39752908	30489350	0	0	0	0	5000
cs8	cs	39750889	30492715	0	0	0	0	5000
cs9	cs	39750132	30474637	0	0	0	0	5000
cs10	cs	39749569	30482477	0	0	0	0	5000

V Average velocity of the EV /12.5 m/s (45 km/h)/
C Vehicle load capacity /350 kg/
Q Vehicle battery capacity /1 kWH (3000 kWsn)/
h(r) Energy consumption rate /1.0/
g Battery recharging rate /0.18/

