ID   type	latitude	longitude       D	P serviceTime earliestStartTimeToService latestStartTimeToService

48	d	39750124	30485116	0	0	0	0	5000
118	c	39748484	30489481	6	0	120	153	235
19	c	39748356	30488971	16	0	120	296	350
62	c	39748424	30474837	11	0	120	1203	1288
63	c	39748436	30474896	18	0	180	236	299
64	c	39748436	30476328	10	0	120	628	700
65	c	39748201	30476327	8	0	120	509	579
66	c	39748210	30474900	17	0	180	407	479
67	c	39748182	30474837	20	0	120	1536	1585
68	c	39747973	30474841	19	0	120	1577	1639
69	c	39747988	30474900	17	0	180	1367	1418
70	c	39747980	30476323	8	0	120	1622	1705
71	c	39747743	30476326	17	0	120	503	558
72	c	39747793	30474899	20	0	180	1158	1205
11	c	39751078	30491364	20	0	120	781	852
12	c	39751132	30491299	11	0	120	829	887
33	c	39751610	30487475	14	0	180	1143	1227
36	c	39751436	30485759	15	0	180	775	827
37B	c	39751355	30484827	15	0	180	933	984
37A	c	39751335	30484563	18	0	180	912	984
40	c	39751745	30482277	14	0	120	291	358
41	c	39751122	30481994	14	0	180	1138	1224
42C	c	39751074	30480695	5	0	240	168	252
42A	c	39751097	30481668	11	0	240	849	898
43A	c	39751072	30479930	10	0	180	708	780
43B	c	39751072	30479666	14	0	180	1402	1476
44	c	39751059	30477202	7	0	120	280	347
46	c	39751358	30485299	19	0	180	1382	1429
47	c	39751337	30485070	15	0	180	448	493
49	c	39751162	30483036	10	0	120	395	440
55	c	39751013	30476982	9	0	120	1392	1471
6	c	39751267	30489180	15	0	180	85	165
7	c	39751035	30489245	5	0	120	372	450
8	c	39751388	30493135	8	0	120	416	495
9	c	39751299	30491815	13	0	120	324	377
120	c	39750087	30485560	20	0	120	893	949
15	c	39750023	30491363	10	0	120	1076	1158
152	c	39750142	30481110	17	0	180	797	845
153	c	39750033	30481107	11	0	180	867	922
50	c	39749712	30483948	7	0	120	705	781
51	c	39749598	30481872	6	0	120	521	587
57	c	39749750	30476333	6	0	180	21	90
58/1	c	39749819	30476332	18	0	180	1304	1366
58/2	c	39749819	30476332	17	0	240	860	905
88	c	39743705	30469487	8	0	240	288	369
123	c	39747098	30475236	11	0	120	1302	1377
124	c	39747138	30471867	10	0	120	1183	1262
73	c	39747617	30474902	19	0	180	1451	1501
74	c	39747131	30474621	7	0	120	891	977
75	c	39747236	30473853	11	0	120	424	487
76	c	39747376	30473919	5	0	120	65	112
61A/2	c	39749131	30476333	0	11	240	294	373
28	c	39753087	30485595	0	14	240	578	645
113	c	39753067	30493342	0	7	100	1175	1248
60B/2	c	39749234	30474840	0	9	240	334	391
5	c	39753051	30492640	0	13	120	1183	1262
81	c	39747091	30474708	0	12	240	757	837
122	c	39749195	30476336	0	9	100	785	867
115	c	39752371	30490191	0	8	180	1459	1531
116	c	39753847	30488222	0	15	100	494	557
114	c	39753050	30492420	0	7	120	1227	1308
117	c	39749351	30491168	0	20	120	653	739
43C	c	39752207	30479961	0	8	120	1396	1468
77	c	39747091	30474708	0	18	120	1338	1401
60A/2	c	39749362	30474844	0	15	240	764	840
22C	c	39749469	30489109	0	7	180	1478	1564
27	c	39753097	30486867	0	7	120	644	702
10	c	39750316	30491958	0	19	120	1341	1393
16	c	39749308	30491449	0	13	120	1155	1226
25	c	39752493	30488382	0	11	120	613	677
56	c	39749427	30476711	0	17	180	124	184
87	c	39745797	30473663	0	13	120	1694	1770
21	c	39749471	30489002	0	20	180	445	506
119	c	39752968	30486318	0	17	120	858	906
59	c	39750375	30474471	0	5	120	1479	1532
125	c	39752357	30493098	0	11	120	1037	1102
31	c	39752950	30483109	0	7	120	1372	1448
23	c	39750602	30490429	0	18	120	100	151
32	c	39752539	30488116	0	19	180	1322	1378
22E	c	39749475	30489244	0	16	180	689	768
52	c	39748937	30480167	0	16	120	861	905
3	c	39752214	30489639	0	8	120	382	433
1	c	39752498	30490950	0	10	120	853	929
13	c	39750779	30491320	0	12	120	1362	1437
22B	c	39749472	30489346	0	9	180	286	367
26	c	39753624	30489987	0	5	120	474	531
29	c	39753082	30485329	0	5	120	1567	1647
60A/1	c	39749362	30474844	0	18	180	1313	1374
84	c	39746294	30476519	0	14	120	232	283
39	c	39752233	30483391	0	5	120	1523	1578
24	c	39750821	30488751	0	20	120	366	427
22A	c	39750725	30489306	0	20	240	1476	1540
42B	c	39752379	30481190	0	11	120	649	729
78	c	39747094	30474492	0	12	120	155	230
83	c	39746378	30476496	0	11	120	684	735
34	c	39752970	30487338	0	13	240	34	78
85	c	39746346	30476281	0	7	120	186	255
121	c	39749195	30474898	0	8	100	762	841
53	c	39750733	30480165	0	14	120	1446	1524
30	c	39753104	30484268	0	5	120	1213	1291
79	c	39747237	30473743	0	8	120	1407	1483
cs1	cs	39744075	30469333	0	0	0	0	5000
cs2	cs	39748305	30477105	0	0	0	0	5000
cs3	cs	39746605	30474623	0	0	0	0	5000
cs4	cs	39753933	30484572	0	0	0	0	5000
cs5	cs	39751670	30480422	0	0	0	0	5000
cs6	cs	39751182	30487697	0	0	0	0	5000
cs7	cs	39752908	30489350	0	0	0	0	5000
cs8	cs	39750889	30492715	0	0	0	0	5000
cs9	cs	39750132	30474637	0	0	0	0	5000
cs10	cs	39749569	30482477	0	0	0	0	5000

V Average velocity of the EV /12.5 m/s (45 km/h)/
C Vehicle load capacity /350 kg/
Q Vehicle battery capacity /1 kWH (3000 kWsn)/
h(r) Energy consumption rate /1.0/
g Battery recharging rate /0.18/
       
