ID   type	latitude	longitude       D	P serviceTime earliestStartTimeToService latestStartTimeToService

48	d	39750124	30485116	0	0	0	0	5000
66	c	39748210	30474900	17	0	180	407	479
2	c	39751972	30492308	10	0	120	257	303
43C	c	39752207	30479961	8	0	120	1396	1468
122	c	39749195	30476336	9	0	100	785	867
29	c	39753082	30485329	5	0	120	1567	1647
38	c	39752887	30483711	18	0	120	276	320
61A/2	c	39749131	30476333	11	0	240	294	373
79	c	39747237	30473743	8	0	120	1407	1483
120	c	39750087	30485560	20	0	120	893	949
84	c	39746294	30476519	14	0	120	232	283
46	c	39751358	30485299	19	0	180	1382	1429
52	c	39748937	30480167	16	0	120	861	905
74	c	39747131	30474621	7	0	120	891	977
68	c	39747973	30474841	19	0	120	1577	1639
82	c	39747101	30476045	10	0	120	693	746
49	c	39751162	30483036	10	0	120	395	440
36	c	39751436	30485759	15	0	180	775	827
12	c	39751132	30491299	11	0	120	829	887
19	c	39748356	30488971	16	0	120	296	350
35	c	39752418	30485774	14	0	120	1649	1731
5	c	39753051	30492640	0	13	120	1183	1262
57	c	39749750	30476333	0	6	180	21	90
64	c	39748436	30476328	0	10	120	628	700
39	c	39752233	30483391	0	5	120	1523	1578
20	c	39749416	30489487	0	19	180	713	761
9	c	39751299	30491815	0	13	120	324	377
43A	c	39751072	30479930	0	10	180	708	780
22C	c	39749469	30489109	0	7	180	1478	1564
124	c	39747138	30471867	0	10	120	1183	1262
125	c	39752357	30493098	0	11	120	1037	1102
22B	c	39749472	30489346	0	9	180	286	367
22D	c	39750718	30488967	0	18	240	1308	1394
33	c	39751610	30487475	0	14	180	1143	1227
42B	c	39752379	30481190	0	11	120	649	729
73	c	39747617	30474902	0	19	180	1451	1501
40	c	39751745	30482277	0	14	120	291	358
70	c	39747980	30476323	0	8	120	1622	1705
114	c	39753050	30492420	0	7	120	1227	1308
75	c	39747236	30473853	0	11	120	424	487
153	c	39750033	30481107	0	11	180	867	922
cs1	cs	39744075	30469333	0	0	0	0	5000
cs2	cs	39748305	30477105	0	0	0	0	5000
cs3	cs	39746605	30474623	0	0	0	0	5000
cs4	cs	39753933	30484572	0	0	0	0	5000
cs5	cs	39751670	30480422	0	0	0	0	5000
cs6	cs	39751182	30487697	0	0	0	0	5000
cs7	cs	39752908	30489350	0	0	0	0	5000
cs8	cs	39750889	30492715	0	0	0	0	5000
cs9	cs	39750132	30474637	0	0	0	0	5000
cs10	cs	39749569	30482477	0	0	0	0	5000

V Average velocity of the EV /12.5 m/s (45 km/h)/
C Vehicle load capacity /350 kg/
Q Vehicle battery capacity /1 kWH (3000 kWsn)/
h(r) Energy consumption rate /1.0/
g Battery recharging rate /0.18/
